P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Bathrooms,Car_Parking,Status,Product_link,Area_in_sqr_feet,Price_per_sqr_feet
P_914,Private property,15500000,2,Resale,2,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flats-sector-e-pocket-1-vasant-kunj-new-delhi-pdpid-4d4235303830303330,1150,11923
P_915,Private property,28000000,3,Resale,4,East,Semi-Furnished,Freehold,3,2,Ready to Move,,1600,15556
P_916,Shri Shyam Properties,21700000,4,Resale,3,North - East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/hamdam-apartment-dwarka-sector-18-new-delhi-pdpid-4d4235303131313035,1920,9864
P_917,Sharing Real Estate,45000000,3,New Property,10,North - West,Semi-Furnished,Freehold,3,2,Under Construction,https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,1700,19600
P_918,Marwaha Associates,24000000,3,New Property,4,West,Unfurnished,Freehold,3,1,Ready to Move,,140,17778
P_919,Kaushik Associates,21700000,3,Resale,6,East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/beverly-park-apartments-dwarka-sector-22-new-delhi-pdpid-4d4235303130353831,1640,10585
P_920,Private property,15300000,3,Resale,4,North - East,Semi-Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/ayudh-vihar-dwarka-sector-13-new-delhi-pdpid-4d4235303131333030,1600,9000
P_921,Indian Homes,36500000,4,Resale,9,North,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/shivani-apartments-dwarka-sector-12-new-delhi-pdpid-4d4235303131303837,1800,15208
P_922,Kapeeshwar Estate,22900000,4,Resale,4,North - West,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/best-paradise-the-bhartiya-dwarka-new-delhi-pdpid-4d4235303734323833,2190,8642
P_923,Saraswati Associates,16500000,3,New Property,2,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/roop-villa-apartment-dwarka-sector-19-new-delhi-pdpid-4d4235303131323338,1520,10000
P_924,Smart Deal,23800000,4,Resale,8,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dream-apartments-dwarka-sector-22-new-delhi-pdpid-4d4235303130393335,2000,10818
P_925,Private property,21000000,4,New Property,7,North - East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/gulistan-apartment-dwarka-sector-13-new-delhi-pdpid-4d4235303734323632,2200,9545
P_926,Shri Siddhi Vinayak Real Estate,3200000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/shri-siddhi-vinayak-homes-uttam-nagar-new-delhi-pdpid-4d4235303939323333,725,4267
P_927,Private property,5000000,2,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,720,6250
P_928,Private property,32500000,3,Resale,3,North - East,Semi-Furnished,Freehold,3,2,Ready to Move,,1350,25000
P_929,Espacio Realty,18500000,3,Resale,0,East,Semi-Furnished,Power Of Attorney,3,1,Ready to Move,,1800,7400
P_930,Private property,80000000,4,Resale,3,North,Semi-Furnished,Freehold,4,2,Ready to Move,,6000,12308
P_931,Singh Associates,4600000,1,Resale,0,East,Furnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/sahid-bhagat-singh-apartment-dwarka-new-delhi-pdpid-4d4235303334353634,400,10222
P_932,Private property,140000000,4,New Property,1,North - West,Unfurnished,Freehold,5,1,Ready to Move,,4050,19444
P_933,Akhilesh Shukla,4500000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,900,4891
P_934,Omdev Homes,19000000,3,New Property,1,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1200,10000
P_935,Omdev Homes,11100000,2,Resale,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,1000,9652
P_936,Omdev Homes,46700000,3,Resale,1,North,Unfurnished,Freehold,3,1,Ready to Move,,225,20756
P_937,Omdev Homes,40000000,3,New Property,0,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,1650,24242
P_938,Anmol Properties,8800000,2,Resale,3,North - East,Unfurnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-mig-flats-pocket-6-dwarka-sector-12-new-delhi-pdpid-4d4235303734353936,800,8800
P_939,Anmol Properties,17000000,3,Resale,5,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/ashadeep-apartment-dwarka-sector-2-new-delhi-pdpid-4d4235303130373331,1800,9444
P_940,Anmol Properties,45000000,4,Resale,1,South,Semi-Furnished,Freehold,4,2,Ready to Move,,2200,18000
P_941,Anmol Properties,16900000,3,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/bhrigu-apartments-dwarka-sector-9-new-delhi-pdpid-4d4235303130373034,1900,8895
P_942,Anmol Properties,5000000,3,New Property,4,North,Semi-Furnished,Freehold,2,1,Ready to Move,,85,5556
P_943,Anmol Properties,48500000,4,Resale,1,North - East,Unfurnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/dda-geetanjali-enclave-project-geetanjali-enclave-new-delhi-pdpid-4d4235303039383330,2800,17321
P_944,Anmol Properties,23500000,4,Resale,1,East,Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/chandanwari-apartments-dwarka-sector-10-new-delhi-pdpid-4d4235303130373730,1800,11190
P_945,Anmol Properties,11500000,3,Resale,3,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,1000,10222
P_946,Anmol Properties,6500000,2,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,700,8667
P_947,Ekta Property,2500000,1,New Property,1,North - East,Semi-Furnished,Leasehold,1,1,Ready to Move,,400,5556
P_948,Private property,30000000,3,Resale,1,North - West,Unfurnished,Freehold,3,1,Ready to Move,,1800,17143
P_949,Hardial Properties,39000000,4,Resale,2,North,Semi-Furnished,Freehold,4,1,Ready to Move,,2200,16957
P_950,Private property,21500000,3,Resale,5,North - West,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/cghs-antariksh-apartments-dwarka-new-delhi-pdpid-4d4235303332383439,2000,10750
P_951,Private property,80000000,4,New Property,1,East,Unfurnished,Freehold,5,3,Ready to Move,,3500,22857
P_952,Private property,3500000,2,New Property,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,540,5833
P_953,Private property,14500000,2,Resale,2,North - West,Unfurnished,Freehold,2,1,Ready to Move,,875,16111
P_954,Private property,30000000,3,Resale,2,East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/hauz-khas-apartment-hauz-khas-new-delhi-pdpid-4d4235303039373830,1593,18832
P_955,Private property,52500000,4,Resale,2,North - East,Unfurnished,Freehold,4,2,Ready to Move,,2100,22826
P_956,Private property,20500000,3,Resale,6,North,Furnished,Freehold,3,1,Ready to Move,,1850,9111
P_957,Private property,9000000,3,Resale,4,East,Unfurnished,Freehold,2,1,Ready to Move,,920,9000
P_958,Private property,4000000,2,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,48,7742
P_959,Private property,22000000,3,Resale,2,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1530,14379
P_960,Private property,8450000,3,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,770,9941
P_961,Private property,3700000,A,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,Other,10000
P_962,Nitin,4600000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,980,4600
P_963,Private property,3000000,2,Resale,4,East,Semi-Furnished,Power Of Attorney,1,1,Ready to Move,,585,4082
P_964,Private property,8000000,3,Resale,1,North - East,Unfurnished,Freehold,3,1,Ready to Move,,1100,6667
P_965,Private property,11500000,2,Resale,0,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/archana-apartment-paschim-vihar-new-delhi-pdpid-4d4235303835333931,92,12778
P_966,Happy Homes Properties and Builders,6550000,3,New Property,1,West,Semi-Furnished,Freehold,2,1,Ready to Move,,900,6551
P_967,Private property,25000000,3,Resale,3,North,Semi-Furnished,Freehold,2,1,Ready to Move,,180,10000
P_968,Private property,24000000,3,Resale,0,North,Furnished,Freehold,2,1,Ready to Move,,900,24000
P_969,Private property,30000000,2,Resale,0,North,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-hill-view-apartment-vasant-vihar-new-delhi-pdpid-4d4235303839393235,900,20000
P_970,Private property,17500000,4,Resale,3,North,Furnished,Freehold,3,3,Ready to Move,,2000,7955
P_971,Private property,40000000,6,Resale,1,South,Furnished,Freehold,3,1,Ready to Move,,2000,16000
P_972,Private property,7500000,3,Resale,3,South - East,Semi-Furnished,Freehold,2,1,Ready to Move,,1800,3472
P_973,Private property,5500000,3,Resale,3,North - West,Unfurnished,Freehold,2,1,Ready to Move,,990,5046
P_974,Private property,6500000,2,Resale,2,East,Unfurnished,Freehold,2,1,Ready to Move,,600,9848
P_975,Private property,7000000,3,New Property,1,East,Furnished,Freehold,3,1,Ready to Move,,1215,5185
P_976,Private property,7000000,3,Resale,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,880,7778
P_977,Private property,17000000,3,Resale,0,North - East,Semi-Furnished,Freehold,3,5,Ready to Move,https://www.magicbricks.com/kings-bury-apartment-gt-karnal-road-new-delhi-pdpid-4d4235303836373236,1950,7083
P_978,Private property,3000000,2,New Property,4,East,Unfurnished,Freehold,1,1,Ready to Move,,55,5067
P_979,Private property,7200000,3,Resale,1,South,Semi-Furnished,Freehold,2,1,Ready to Move,,891,8000
P_980,Private property,36000000,3,Resale,3,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1300,22500
P_981,Private property,18000000,3,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,,1300,9730
P_982,Private property,16500000,2,New Property,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,810,18333
P_983,Private property,25000000,3,Resale,4,South - East,Furnished,Freehold,3,2,Ready to Move,https://www.magicbricks.com/dda-ganga-apartment-sector-d-pocket-6-vasant-kunj-new-delhi-pdpid-4d4235303333333733,1400,14706
P_984,Private property,6000000,2,Resale,0,North,Furnished,Freehold,1,1,Ready to Move,,550,9231
P_985,Private property,7020000,2,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,930,7548
P_986,Private property,19000000,4,Resale,0,East,Semi-Furnished,Freehold,3,2,Ready to Move,https://www.magicbricks.com/dda-flats-sarita-vihar-pocket-j-sarita-vihar-pocket-j-new-delhi-pdpid-4d4235323132323231,1700,9500
P_987,Private property,3600000,2,Resale,3,North - East,Unfurnished,Freehold,2,1,Ready to Move,,600,5538
P_988,Private property,6200000,3,New Property,1,East,Semi-Furnished,Power Of Attorney,2,1,Ready to Move,,100,6889
P_989,Deal Realtors,15800000,3,Resale,2,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/parijat-apartment-dwarka-sector-4-new-delhi-pdpid-4d4235303130373931,1600,9294
P_990,Private property,9900000,2,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/udap-colony-nehru-nagar-new-delhi-pdpid-4d4235303830303332,850,9252
P_991,Private property,7000000,3,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,900,7778
P_992,Private property,6500000,2,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,620,10000
P_993,Private property,6600000,3,Resale,2,West,Unfurnished,Freehold,2,1,Ready to Move,,950,5280
P_994,Private property,15900000,2,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/rani-jhansi-kunj-keshav-puram-new-delhi-pdpid-4d4235303837313535,910,15950
P_995,Private property,4300000,3,Resale,2,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,950,4300
P_996,Private property,4500000,2,Resale,1,North,Furnished,Freehold,2,1,Ready to Move,,680,6000
P_997,Private property,7000000,1,Resale,1,East,Unfurnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/dda-lig-flats-narela-new-delhi-pdpid-4d4235303331323739,40,10000
P_998,Private property,4500000,2,Resale,2,South -West,Unfurnished,Freehold,2,1,Ready to Move,,430,6923
P_999,Private property,13000000,3,Resale,0,East,Unfurnished,Freehold,1,1,Ready to Move,,1000,14444
P_1000,Private property,10000000,2,Resale,2,East,Unfurnished,Freehold,2,1,Ready to Move,,80,13889
P_1001,Private property,6000000,3,Resale,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1350,10000
P_1002,Private property,40000000,4,Resale,Top,East,Semi-Furnished,Freehold,4,1,Ready to Move,,2200,16667
P_1003,Private property,13500000,3,Resale,4,East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-sfs-flats-pocket-a-mayur-vihar-3-new-delhi-pdpid-4d4235303735373631,1050,9310
P_1004,Private property,12100000,2,New Property,2,South - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flats-sarita-vihar-sarita-vihar-new-delhi-pdpid-4d4235303331393437,1160,9000
P_1005,Private property,11500000,3,Resale,3,North,Semi-Furnished,Freehold,2,1,Ready to Move,,950,11500
P_1006,Private property,18500000,3,Resale,4,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1650,11212
P_1007,Private property,5500000,4,Resale,2,North,Semi-Furnished,Freehold,3,1,Ready to Move,,950,5500
P_1008,Private property,3000000,1,Resale,1,East,Furnished,Freehold,1,1,Ready to Move,,300,10000
P_1009,Private property,12500000,3,Resale,1,South - East,Semi-Furnished,Freehold,3,1,Ready to Move,,900,11905
P_1010,Private property,40000000,4,Resale,2,East,Furnished,Freehold,4,2,Ready to Move,,275,12512
P_1011,Private property,8500000,3,Resale,3,East,Furnished,Freehold,2,1,Ready to Move,,1000,7727
P_1012,Private property,5500000,3,Resale,3,East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/ansals-laxmi-deep-laxmi-nagar-district-centre-new-delhi-pdpid-4d4235303239373737,1000,5500
P_1013,Private property,2000000,2,Resale,4,East,Furnished,Freehold,1,1,Ready to Move,,468,4274
P_1014,Private property,5500000,3,New Property,1,South,Semi-Furnished,Freehold,2,2,Ready to Move,,900,5238
P_1015,Private property,7000000,3,Resale,2,East,Unfurnished,Freehold,3,1,Ready to Move,,925,6222
P_1016,Private property,2480000,1,Resale,1,North,Semi-Furnished,Freehold,1,1,Ready to Move,,350,6613
P_1017,Private property,4500000,2,Resale,1,West,Semi-Furnished,Freehold,2,1,Ready to Move,,95,5000
P_1018,Private property,6000000,3,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,817,7344
P_1019,Private property,19100000,4,Resale,0,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1150,15280
P_1020,Private property,6000000,1,Resale,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,300,12000
P_1021,Private property,1700000,1,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/laxmi-silver-park-krishna-nagar-new-delhi-pdpid-4d4235323132333039,400,4250
P_1022,Private property,4100000,1,Resale,1,North - East,Unfurnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/lamba-new-rohini-builder-floors-rohini-sector-25-new-delhi-pdpid-4d4235313035373435,515,7961
P_1023,Private property,2200000,2,Resale,2,East,Unfurnished,Freehold,2,1,Ready to Move,,312,6490
P_1024,Private property,2550000,2,Resale,1,South,Semi-Furnished,Freehold,1,1,Ready to Move,,450,5667
P_1025,Private property,2500000,1,New Property,0,East,Unfurnished,Freehold,1,1,Ready to Move,,35,7937
P_1026,Private property,58000000,3,Resale,12,East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/godrej-south-estate-okhla-new-delhi-pdpid-4d4235313235323335,2752,21076
P_1027,Private property,32000000,3,Resale,0,East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/ganga-duplex-vasant-kunj-new-delhi-pdpid-4d4235313732383237,2200,14545
P_1028,Private property,9500000,2,Resale,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,900,8636
P_1029,Private property,4500000,2,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,70,10000
P_1030,Private property,4000000,2,Resale,2,East,Furnished,Freehold,2,1,Ready to Move,,516,7752
P_1031,Private property,3500000,2,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,620,5645
P_1032,Private property,82500000,5,Resale,4,East,Semi-Furnished,Freehold,5,1,Ready to Move,,525,157143
P_1033,Private property,2000000,1,Resale,3,East,Semi-Furnished,Freehold,1,1,Ready to Move,,33,5630
P_1034,Private property,6200000,3,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,,900,6200
P_1035,Private property,3600000,2,New Property,2,North - East,Semi-Furnished,Power Of Attorney,2,1,Ready to Move,,680,4800
P_1036,Private property,7500000,2,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,,950,6944
P_1037,Private property,9000000,2,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,98,9091
P_1038,Private property,5600000,2,Resale,4,North,Semi-Furnished,Freehold,2,1,Ready to Move,,704,6829
P_1039,Private property,7800000,3,Resale,1,South -West,Unfurnished,Freehold,2,1,Ready to Move,,113,7046
P_1040,Private property,3200000,1,Resale,0,East,Unfurnished,Freehold,2,1,Ready to Move,,25,8889
P_1041,Private property,22400000,3,Resale,1,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1199,16071
P_1042,Private property,18500000,3,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,900,18500
P_1043,Private property,2400000,1,Resale,4,South - East,Unfurnished,Freehold,1,1,Ready to Move,,426,5333
P_1044,Private property,26500000,3,Resale,4,East,Semi-Furnished,Freehold,3,2,Ready to Move,,1900,13384
P_1045,Private property,17500000,3,Resale,1,South -West,Semi-Furnished,Freehold,3,1,Ready to Move,,1700,8750
P_1046,Private property,30000000,4,Resale,2,East,Semi-Furnished,Freehold,4,1,Ready to Move,,240,13333
P_1047,Private property,12500000,2,Resale,7,North - East,Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/national-apartment-dwarka-sector-3-new-delhi-pdpid-4d4235303131313931,1200,10417
P_1048,Private property,65000000,8,Resale,1,East,Semi-Furnished,Leasehold,2,1,Ready to Move,,200,28546
P_1049,Private property,50000000,4,Resale,4,East,Furnished,Freehold,4,1,Ready to Move,,3600,13889
P_1050,Private property,5100000,3,Resale,3,East,Unfurnished,Freehold,3,1,Ready to Move,,127,40157
P_1051,Private property,3000000,2,Resale,2,North,Furnished,Freehold,2,1,Ready to Move,,600,4615
P_1052,Private property,3500000,2,Resale,3,West,Semi-Furnished,Power Of Attorney,2,1,Ready to Move,,700,3500
P_1053,Private property,11000000,3,Resale,1,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,900,11000
P_1054,Private property,24000000,3,Resale,1,South -West,Semi-Furnished,Freehold,3,1,Ready to Move,,1050,20000
P_1055,Private property,4200000,3,Resale,3,East,Semi-Furnished,Freehold,1,1,Ready to Move,,822,4959
P_1056,Private property,9500000,2,Resale,2,East,Furnished,Freehold,2,1,Ready to Move,,910,10204
P_1057,Private property,11000000,3,Resale,3,East,Unfurnished,Freehold,3,1,Ready to Move,,990,9684
